"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"10.12.2019","reach_viral","","",8
"09.12.2019","reach","","",113
"09.12.2019","reach_subscribers","","",76
"09.12.2019","reach_viral","","",37
"08.12.2019","reach","","",95
"08.12.2019","reach_subscribers","","",63
"08.12.2019","reach_viral","","",32
"07.12.2019","reach","","",54
"07.12.2019","reach_subscribers","","",34
"07.12.2019","reach_viral","","",20
"06.12.2019","reach","","",72
"06.12.2019","reach_subscribers","","",46
"06.12.2019","reach_viral","","",26
"05.12.2019","reach","","",94
"05.12.2019","reach_subscribers","","",47
"05.12.2019","reach_viral","","",47
"04.12.2019","reach","","",3
"04.12.2019","reach_viral","","",3
"03.12.2019","reach","","",4
"03.12.2019","reach_subscribers","","",1
"03.12.2019","reach_viral","","",3
"02.12.2019","reach","","",1
"02.12.2019","reach_subscribers","","",1
"30.11.2019","reach","","",1
"30.11.2019","reach_subscribers","","",1
"29.11.2019","reach","","",3
"29.11.2019","reach_subscribers","","",3
"28.11.2019","reach","","",4
"28.11.2019","reach_subscribers","","",1
"28.11.2019","reach_viral","","",3
"27.11.2019","reach","","",5
"27.11.2019","reach_subscribers","","",5
"26.11.2019","reach","","",19
"26.11.2019","reach_subscribers","","",18
"26.11.2019","reach_viral","","",1
"25.11.2019","reach","","",32
"25.11.2019","reach_subscribers","","",30
"25.11.2019","reach_viral","","",2
"24.11.2019","reach","","",4
"24.11.2019","reach_subscribers","","",2
"24.11.2019","reach_viral","","",2
"23.11.2019","reach","","",6
"23.11.2019","reach_subscribers","","",4
"23.11.2019","reach_viral","","",2
"22.11.2019","reach","","",5
"22.11.2019","reach_subscribers","","",2
"22.11.2019","reach_viral","","",3
"21.11.2019","reach","","",12
"21.11.2019","reach_subscribers","","",6
"21.11.2019","reach_viral","","",6
"20.11.2019","reach","","",17
"20.11.2019","reach_subscribers","","",11
"20.11.2019","reach_viral","","",6
"19.11.2019","reach","","",40
"19.11.2019","reach_subscribers","","",34
"19.11.2019","reach_viral","","",6
"18.11.2019","reach","","",77
"18.11.2019","reach_subscribers","","",71
"18.11.2019","reach_viral","","",6
"17.11.2019","reach","","",5
"17.11.2019","reach_subscribers","","",2
"17.11.2019","reach_viral","","",3
"16.11.2019","reach","","",9
"16.11.2019","reach_subscribers","","",6
"16.11.2019","reach_viral","","",3
"15.11.2019","reach","","",25
"15.11.2019","reach_subscribers","","",19
"15.11.2019","reach_viral","","",6
"14.11.2019","reach","","",71
"14.11.2019","reach_subscribers","","",63
"14.11.2019","reach_viral","","",8
"13.11.2019","reach","","",2
"13.11.2019","reach_subscribers","","",1
"13.11.2019","reach_viral","","",1
"12.11.2019","reach","","",7
"12.11.2019","reach_subscribers","","",4
"12.11.2019","reach_viral","","",3
"11.11.2019","reach","","",6
"11.11.2019","reach_viral","","",6
"10.11.2019","reach","","",6
"10.11.2019","reach_subscribers","","",4
"10.11.2019","reach_viral","","",2
"09.11.2019","reach","","",14
"09.11.2019","reach_subscribers","","",10
"09.11.2019","reach_viral","","",4
"08.11.2019","reach","","",38
"08.11.2019","reach_subscribers","","",31
"08.11.2019","reach_viral","","",7
"07.11.2019","reach","","",67
"07.11.2019","reach_subscribers","","",61
"07.11.2019","reach_viral","","",6
"06.11.2019","reach","","",30
"06.11.2019","reach_subscribers","","",23
"06.11.2019","reach_viral","","",7
"05.11.2019","reach","","",34
"05.11.2019","reach_subscribers","","",30
"05.11.2019","reach_viral","","",4
"04.11.2019","reach","","",63
"04.11.2019","reach_subscribers","","",57
"04.11.2019","reach_viral","","",6
"03.11.2019","reach","","",8
"03.11.2019","reach_subscribers","","",4
"03.11.2019","reach_viral","","",4
"02.11.2019","reach","","",26
"02.11.2019","reach_subscribers","","",24
"02.11.2019","reach_viral","","",2
"01.11.2019","reach","","",72
"01.11.2019","reach_subscribers","","",58
"01.11.2019","reach_viral","","",14
"31.10.2019","reach","","",40
"31.10.2019","reach_subscribers","","",38
"31.10.2019","reach_viral","","",2
"30.10.2019","reach","","",23
"30.10.2019","reach_subscribers","","",22
"30.10.2019","reach_viral","","",1
"29.10.2019","reach","","",27
"29.10.2019","reach_subscribers","","",23
"29.10.2019","reach_viral","","",4
"28.10.2019","reach","","",6
"28.10.2019","reach_subscribers","","",3
"28.10.2019","reach_viral","","",3
"27.10.2019","reach","","",2
"27.10.2019","reach_viral","","",2
"26.10.2019","reach","","",2
"26.10.2019","reach_subscribers","","",1
"26.10.2019","reach_viral","","",1
"25.10.2019","reach","","",4
"25.10.2019","reach_subscribers","","",2
"25.10.2019","reach_viral","","",2
"24.10.2019","reach","","",4
"24.10.2019","reach_subscribers","","",3
"24.10.2019","reach_viral","","",1
"23.10.2019","reach","","",17
"23.10.2019","reach_subscribers","","",15
"23.10.2019","reach_viral","","",2
"22.10.2019","reach","","",5
"22.10.2019","reach_subscribers","","",4
"22.10.2019","reach_viral","","",1
"21.10.2019","reach","","",19
"21.10.2019","reach_subscribers","","",19
"20.10.2019","reach","","",23
"20.10.2019","reach_subscribers","","",19
"20.10.2019","reach_viral","","",4
"19.10.2019","reach","","",9
"19.10.2019","reach_subscribers","","",5
"19.10.2019","reach_viral","","",4
"18.10.2019","reach","","",14
"18.10.2019","reach_subscribers","","",4
"18.10.2019","reach_viral","","",10
"17.10.2019","reach","","",11
"17.10.2019","reach_subscribers","","",3
"17.10.2019","reach_viral","","",8
"16.10.2019","reach","","",20
"16.10.2019","reach_subscribers","","",9
"16.10.2019","reach_viral","","",11
"15.10.2019","reach","","",70
"15.10.2019","reach_subscribers","","",50
"15.10.2019","reach_viral","","",20
"14.10.2019","reach","","",59
"14.10.2019","reach_subscribers","","",43
"14.10.2019","reach_viral","","",16
"13.10.2019","reach","","",15
"13.10.2019","reach_subscribers","","",7
"13.10.2019","reach_viral","","",8
"12.10.2019","reach","","",35
"12.10.2019","reach_subscribers","","",20
"12.10.2019","reach_viral","","",15
"11.10.2019","reach","","",99
"11.10.2019","reach_subscribers","","",49
"11.10.2019","reach_viral","","",50
"10.10.2019","reach","","",138
"10.10.2019","reach_subscribers","","",73
"10.10.2019","reach_viral","","",65
"09.10.2019","reach","","",38
"09.10.2019","reach_subscribers","","",30
"09.10.2019","reach_viral","","",8
"08.10.2019","reach","","",54
"08.10.2019","reach_subscribers","","",38
"08.10.2019","reach_viral","","",16
"07.10.2019","reach","","",57
"07.10.2019","reach_subscribers","","",48
"07.10.2019","reach_viral","","",9
"06.10.2019","reach","","",52
"06.10.2019","reach_subscribers","","",46
"06.10.2019","reach_viral","","",6
"05.10.2019","reach","","",23
"05.10.2019","reach_subscribers","","",11
"05.10.2019","reach_viral","","",12
"04.10.2019","reach","","",35
"04.10.2019","reach_subscribers","","",30
"04.10.2019","reach_viral","","",5
"03.10.2019","reach","","",62
"03.10.2019","reach_subscribers","","",52
"03.10.2019","reach_viral","","",10
"02.10.2019","reach","","",39
"02.10.2019","reach_subscribers","","",17
"02.10.2019","reach_viral","","",22
"01.10.2019","reach","","",52
"01.10.2019","reach_subscribers","","",28
"01.10.2019","reach_viral","","",24
"30.09.2019","reach","","",46
"30.09.2019","reach_subscribers","","",37
"30.09.2019","reach_viral","","",9
"29.09.2019","reach","","",10
"29.09.2019","reach_subscribers","","",4
"29.09.2019","reach_viral","","",6
"28.09.2019","reach","","",20
"28.09.2019","reach_subscribers","","",11
"28.09.2019","reach_viral","","",9
"27.09.2019","reach","","",72
"27.09.2019","reach_subscribers","","",45
"27.09.2019","reach_viral","","",27
"26.09.2019","reach","","",70
"26.09.2019","reach_subscribers","","",28
"26.09.2019","reach_viral","","",42
"25.09.2019","reach","","",193
"25.09.2019","reach_subscribers","","",63
"25.09.2019","reach_viral","","",130
"24.09.2019","reach","","",30
"24.09.2019","reach_subscribers","","",22
"24.09.2019","reach_viral","","",8
"23.09.2019","reach","","",41
"23.09.2019","reach_subscribers","","",37
"23.09.2019","reach_viral","","",4
"22.09.2019","reach","","",61
"22.09.2019","reach_subscribers","","",43
"22.09.2019","reach_viral","","",18
"21.09.2019","reach","","",51
"21.09.2019","reach_subscribers","","",40
"21.09.2019","reach_viral","","",11
"20.09.2019","reach","","",65
"20.09.2019","reach_subscribers","","",31
"20.09.2019","reach_viral","","",34
"19.09.2019","reach","","",30
"19.09.2019","reach_subscribers","","",23
"19.09.2019","reach_viral","","",7
"18.09.2019","reach","","",65
"18.09.2019","reach_subscribers","","",54
"18.09.2019","reach_viral","","",11
"17.09.2019","reach","","",24
"17.09.2019","reach_subscribers","","",18
"17.09.2019","reach_viral","","",6
"16.09.2019","reach","","",59
"16.09.2019","reach_subscribers","","",47
"16.09.2019","reach_viral","","",12
"15.09.2019","reach","","",18
"15.09.2019","reach_subscribers","","",15
"15.09.2019","reach_viral","","",3
"14.09.2019","reach","","",26
"14.09.2019","reach_subscribers","","",17
"14.09.2019","reach_viral","","",9
"13.09.2019","reach","","",85
"13.09.2019","reach_subscribers","","",70
"13.09.2019","reach_viral","","",15
"12.09.2019","reach","","",90
"12.09.2019","reach_subscribers","","",52
"12.09.2019","reach_viral","","",38
"11.09.2019","reach","","",56
"11.09.2019","reach_subscribers","","",50
"11.09.2019","reach_viral","","",6
"10.09.2019","reach","","",1
"10.09.2019","reach_viral","","",1
"09.09.2019","reach","","",2
"09.09.2019","reach_viral","","",2
"08.09.2019","reach","","",1
"08.09.2019","reach_viral","","",1
"07.09.2019","reach","","",1
"07.09.2019","reach_viral","","",1
"06.09.2019","reach","","",1
"06.09.2019","reach_viral","","",1
"05.09.2019","reach","","",1
"05.09.2019","reach_viral","","",1
"03.09.2019","reach","","",2
"03.09.2019","reach_viral","","",2
"31.08.2019","reach","","",1
"31.08.2019","reach_viral","","",1
"27.08.2019","reach","","",1
"27.08.2019","reach_subscribers","","",1
"26.08.2019","reach","","",1
"26.08.2019","reach_subscribers","","",1
"24.08.2019","reach","","",1
"24.08.2019","reach_viral","","",1
"22.08.2019","reach","","",1
"22.08.2019","reach_subscribers","","",1
"21.08.2019","reach","","",2
"21.08.2019","reach_viral","","",2
"18.08.2019","reach","","",1
"18.08.2019","reach_subscribers","","",1
"14.08.2019","reach","","",2
"14.08.2019","reach_viral","","",2
"09.08.2019","reach","","",1
"09.08.2019","reach_viral","","",1
"08.08.2019","reach","","",1
"08.08.2019","reach_viral","","",1
"07.08.2019","reach","","",1
"07.08.2019","reach_viral","","",1
"05.08.2019","reach","","",3
"05.08.2019","reach_viral","","",3
"03.08.2019","reach","","",1
"03.08.2019","reach_viral","","",1
"30.07.2019","reach","","",1
"30.07.2019","reach_viral","","",1
"29.07.2019","reach","","",1
"29.07.2019","reach_viral","","",1
"27.07.2019","reach","","",1
"27.07.2019","reach_viral","","",1
"26.07.2019","reach","","",3
"26.07.2019","reach_viral","","",3
"25.07.2019","reach","","",1
"25.07.2019","reach_viral","","",1
"23.07.2019","reach","","",3
"23.07.2019","reach_viral","","",3
"21.07.2019","reach","","",1
"21.07.2019","reach_viral","","",1
"20.07.2019","reach","","",1
"20.07.2019","reach_viral","","",1
"17.07.2019","reach","","",1
"17.07.2019","reach_viral","","",1
"15.07.2019","reach","","",2
"15.07.2019","reach_viral","","",2
"13.07.2019","reach","","",1
"13.07.2019","reach_viral","","",1
"12.07.2019","reach","","",1
"12.07.2019","reach_viral","","",1
"11.07.2019","reach","","",1
"11.07.2019","reach_viral","","",1
"09.07.2019","reach","","",3
"09.07.2019","reach_viral","","",3
"08.07.2019","reach","","",1
"08.07.2019","reach_viral","","",1
"05.07.2019","reach","","",2
"05.07.2019","reach_subscribers","","",1
"05.07.2019","reach_viral","","",1
"04.07.2019","reach","","",1
"04.07.2019","reach_viral","","",1
"03.07.2019","reach","","",3
"03.07.2019","reach_subscribers","","",1
"03.07.2019","reach_viral","","",2
"02.07.2019","reach","","",2
"02.07.2019","reach_viral","","",2
"29.06.2019","reach","","",1
"29.06.2019","reach_viral","","",1
"28.06.2019","reach","","",1
"28.06.2019","reach_viral","","",1
"27.06.2019","reach","","",1
"27.06.2019","reach_viral","","",1
"26.06.2019","reach","","",2
"26.06.2019","reach_viral","","",2
"22.06.2019","reach","","",1
"22.06.2019","reach_viral","","",1
"20.06.2019","reach","","",2
"20.06.2019","reach_subscribers","","",1
"20.06.2019","reach_viral","","",1
"17.06.2019","reach","","",3
"17.06.2019","reach_viral","","",3
"15.06.2019","reach","","",3
"15.06.2019","reach_viral","","",3
"10.06.2019","reach","","",1
"10.06.2019","reach_viral","","",1
"08.06.2019","reach","","",2
"08.06.2019","reach_viral","","",2
"07.06.2019","reach","","",1
"07.06.2019","reach_subscribers","","",1
"04.06.2019","reach","","",2
"04.06.2019","reach_subscribers","","",1
"04.06.2019","reach_viral","","",1
"31.05.2019","reach","","",1
"31.05.2019","reach_viral","","",1
"30.05.2019","reach","","",2
"30.05.2019","reach_subscribers","","",1
"30.05.2019","reach_viral","","",1
"29.05.2019","reach","","",1
"29.05.2019","reach_subscribers","","",1
"28.05.2019","reach","","",1
"28.05.2019","reach_viral","","",1
"26.05.2019","reach","","",2
"26.05.2019","reach_subscribers","","",2
"25.05.2019","reach","","",1
"25.05.2019","reach_viral","","",1
"24.05.2019","reach","","",3
"24.05.2019","reach_viral","","",3
"23.05.2019","reach","","",2
"23.05.2019","reach_viral","","",2
"22.05.2019","reach","","",1
"22.05.2019","reach_viral","","",1
"21.05.2019","reach","","",1
"21.05.2019","reach_viral","","",1
"18.05.2019","reach","","",1
"18.05.2019","reach_viral","","",1
"17.05.2019","reach","","",2
"17.05.2019","reach_subscribers","","",1
"17.05.2019","reach_viral","","",1
"16.05.2019","reach","","",2
"16.05.2019","reach_viral","","",2
"12.05.2019","reach","","",1
"12.05.2019","reach_viral","","",1
"11.05.2019","reach","","",1
"11.05.2019","reach_subscribers","","",1
"10.05.2019","reach","","",1
"10.05.2019","reach_subscribers","","",1
"09.05.2019","reach","","",1
"09.05.2019","reach_viral","","",1
"08.05.2019","reach","","",3
"08.05.2019","reach_subscribers","","",1
"08.05.2019","reach_viral","","",2
"07.05.2019","reach","","",3
"07.05.2019","reach_subscribers","","",1
"07.05.2019","reach_viral","","",2
"06.05.2019","reach","","",1
"06.05.2019","reach_viral","","",1
"05.05.2019","reach","","",1
"05.05.2019","reach_viral","","",1
"03.05.2019","reach","","",1
"03.05.2019","reach_viral","","",1
"02.05.2019","reach","","",2
"02.05.2019","reach_viral","","",2
"01.05.2019","reach","","",1
"01.05.2019","reach_subscribers","","",1
"26.04.2019","reach","","",1
"26.04.2019","reach_subscribers","","",1
"25.04.2019","reach","","",5
"25.04.2019","reach_viral","","",5
"24.04.2019","reach","","",1
"24.04.2019","reach_viral","","",1
"23.04.2019","reach","","",2
"23.04.2019","reach_viral","","",2
"22.04.2019","reach","","",3
"22.04.2019","reach_viral","","",3
"19.04.2019","reach","","",3
"19.04.2019","reach_viral","","",3
"16.04.2019","reach","","",3
"16.04.2019","reach_viral","","",3
"15.04.2019","reach","","",2
"15.04.2019","reach_subscribers","","",1
"15.04.2019","reach_viral","","",1
"12.04.2019","reach","","",1
"12.04.2019","reach_viral","","",1
"11.04.2019","reach","","",1
"11.04.2019","reach_viral","","",1
"06.04.2019","reach","","",1
"06.04.2019","reach_viral","","",1
"05.04.2019","reach","","",1
"05.04.2019","reach_viral","","",1
"03.04.2019","reach","","",1
"03.04.2019","reach_subscribers","","",1
"01.04.2019","reach","","",1
"01.04.2019","reach_viral","","",1
"31.03.2019","reach","","",1
"31.03.2019","reach_subscribers","","",1
"27.03.2019","reach","","",1
"27.03.2019","reach_viral","","",1
"25.03.2019","reach","","",2
"25.03.2019","reach_subscribers","","",1
"25.03.2019","reach_viral","","",1
"24.03.2019","reach","","",2
"24.03.2019","reach_viral","","",2
"23.03.2019","reach","","",1
"23.03.2019","reach_viral","","",1
"22.03.2019","reach","","",1
"22.03.2019","reach_viral","","",1
"21.03.2019","reach","","",1
"21.03.2019","reach_viral","","",1
"20.03.2019","reach","","",1
"20.03.2019","reach_subscribers","","",1
"18.03.2019","reach","","",2
"18.03.2019","reach_viral","","",2
